country_code,date,tmax_c,tmean_c,threshold_p90_c,anomaly_c,is_hot_day,heatwave_id,heatwave_day,heatwave_length
NL,2025-03-25,11.59,8.12,16.39,-4.8,False,,,
NL,2025-03-26,11.55,8.06,16.48,-4.93,False,,,
NL,2025-03-27,13.92,7.8,17.06,-3.14,False,,,
NL,2025-03-28,11.41,7.95,16.85,-5.44,False,,,
NL,2025-03-29,10.76,7.76,16.85,-6.09,False,,,
NL,2025-03-30,11.84,9.62,16.85,-5.01,False,,,
NL,2025-03-31,11.19,7.81,17.42,-6.23,False,,,
NL,2025-04-01,13.31,8.27,18.46,-5.15,False,,,
NL,2025-04-02,16.25,10.76,18.91,-2.66,False,,,
NL,2025-04-03,18.95,13.34,18.91,0.04,True,,,
NL,2025-04-04,20.49,13.32,18.91,1.58,True,,,
NL,2025-04-05,14.72,9.87,19.07,-4.35,False,,,
NL,2025-04-06,11.82,7.82,19.2,-7.38,False,,,
NL,2025-04-07,12.57,7.66,18.96,-6.39,False,,,
NL,2025-04-08,14.45,8.34,18.9,-4.45,False,,,
NL,2025-04-09,12.47,7.75,18.95,-6.48,False,,,
NL,2025-04-10,12.85,9.23,18.9,-6.05,False,,,
NL,2025-04-11,15.46,10.21,18.9,-3.44,False,,,
NL,2025-04-12,21.66,14.68,18.96,2.7,True,,,
NL,2025-04-13,15.99,13.46,19.27,-3.28,False,,,
NL,2025-04-14,16.66,12.63,19.27,-2.61,False,,,
NL,2025-04-15,19.97,14.17,19.46,0.51,True,,,
NL,2025-04-16,12.34,10.92,19.46,-7.12,False,,,
NL,2025-04-17,12.65,10.16,19.9,-7.25,False,,,
NL,2025-04-18,15.5,10.59,19.97,-4.47,False,,,
NL,2025-04-19,14.14,9.56,19.97,-5.83,False,,,
NL,2025-04-20,16.05,10.39,19.26,-3.21,False,,,
NL,2025-04-21,14.95,11.21,19.26,-4.31,False,,,
NL,2025-04-22,15.02,11.87,19.35,-4.33,False,,,
NL,2025-04-23,15.39,11.54,19.98,-4.59,False,,,
NL,2025-04-24,12.35,10.65,20.18,-7.83,False,,,
NL,2025-04-25,14.36,10.54,20.44,-6.08,False,,,
NL,2025-04-26,17.4,11.76,20.2,-2.8,False,,,
NL,2025-04-27,19.29,13.6,20.16,-0.87,False,,,
NL,2025-04-28,20.17,14.07,19.73,0.44,True,,,
NL,2025-04-29,21.29,15.18,19.75,1.54,True,,,
NL,2025-04-30,24.0,17.41,19.74,4.26,True,,,
NL,2025-05-01,27.04,19.7,20.11,6.93,True,,,
NL,2025-05-02,24.08,17.82,20.95,3.13,True,,,
NL,2025-05-03,18.03,12.62,21.09,-3.06,False,,,
NL,2025-05-04,12.77,10.15,21.57,-8.8,False,,,
NL,2025-05-05,14.25,9.64,22.27,-8.02,False,,,
NL,2025-05-06,13.5,9.91,22.27,-8.77,False,,,
NL,2025-05-07,14.86,10.87,22.61,-7.75,False,,,
NL,2025-05-08,17.38,12.7,22.91,-5.53,False,,,
NL,2025-05-09,19.13,13.68,22.91,-3.78,False,,,
NL,2025-05-10,21.15,15.5,22.91,-1.76,False,,,
NL,2025-05-11,24.37,18.26,22.91,1.46,True,,,
NL,2025-05-12,24.01,18.81,22.93,1.08,True,,,
NL,2025-05-13,22.22,17.22,22.95,-0.73,False,,,
NL,2025-05-14,19.96,14.43,23.04,-3.08,False,,,
NL,2025-05-15,18.35,13.69,22.95,-4.6,False,,,
NL,2025-05-16,15.85,12.0,22.93,-7.08,False,,,
NL,2025-05-17,17.64,13.04,22.81,-5.17,False,,,
NL,2025-05-18,17.48,13.7,22.85,-5.37,False,,,
NL,2025-05-19,20.41,14.9,22.86,-2.45,False,,,
NL,2025-05-20,19.99,14.82,22.81,-2.82,False,,,
NL,2025-05-21,16.55,12.88,22.89,-6.34,False,,,
NL,2025-05-22,13.56,11.18,22.94,-9.38,False,,,
NL,2025-05-23,12.96,10.65,23.07,-10.11,False,,,
NL,2025-05-24,15.35,12.46,23.1,-7.75,False,,,
NL,2025-05-25,18.33,15.29,23.07,-4.74,False,,,
NL,2025-05-26,16.98,14.53,23.5,-6.52,False,,,
NL,2025-05-27,16.81,14.29,23.5,-6.69,False,,,
NL,2025-05-28,16.35,14.11,23.63,-7.28,False,,,
NL,2025-05-29,18.8,14.43,23.5,-4.7,False,,,
NL,2025-05-30,20.0,16.28,23.53,-3.53,False,,,
NL,2025-05-31,23.94,18.21,24.46,-0.52,False,,,
NL,2025-06-01,18.49,16.34,24.46,-5.97,False,,,
NL,2025-06-02,17.06,14.56,24.74,-7.68,False,,,
NL,2025-06-03,22.02,16.1,24.59,-2.57,False,,,
NL,2025-06-04,17.83,15.67,24.59,-6.76,False,,,
NL,2025-06-05,18.06,14.99,24.91,-6.85,False,,,
NL,2025-06-06,17.59,15.02,24.91,-7.32,False,,,
NL,2025-06-07,15.78,13.42,24.91,-9.13,False,,,
NL,2025-06-08,14.3,12.71,24.92,-10.62,False,,,
NL,2025-06-09,17.44,14.69,25.18,-7.74,False,,,
NL,2025-06-10,17.25,14.29,25.19,-7.94,False,,,
NL,2025-06-11,19.19,14.99,25.78,-6.59,False,,,
NL,2025-06-12,25.64,19.29,26.22,-0.58,False,,,
NL,2025-06-13,29.28,23.61,26.22,3.06,True,,,
NL,2025-06-14,28.01,21.67,26.29,1.72,True,,,
NL,2025-06-15,19.69,17.31,26.26,-6.57,False,,,
NL,2025-06-16,20.81,17.65,26.42,-5.61,False,,,
NL,2025-06-17,23.59,18.38,26.42,-2.83,False,,,
NL,2025-06-18,23.2,18.85,27.31,-4.11,False,,,
NL,2025-06-19,23.22,18.9,27.37,-4.15,False,,,
NL,2025-06-20,24.66,19.8,27.31,-2.65,False,,,
NL,2025-06-21,30.06,23.28,26.67,3.39,True,,,
NL,2025-06-22,25.25,21.62,26.67,-1.42,False,,,
NL,2025-06-23,18.94,17.71,27.31,-8.37,False,,,
NL,2025-06-24,21.19,17.79,27.39,-6.2,False,,,
NL,2025-06-25,23.27,20.22,27.39,-4.12,False,,,
NL,2025-06-26,21.88,19.54,27.31,-5.43,False,,,
NL,2025-06-27,21.52,18.5,27.31,-5.79,False,,,
NL,2025-06-28,24.4,20.77,27.21,-2.81,False,,,
NL,2025-06-29,24.82,21.13,26.43,-1.61,False,,,
NL,2025-06-30,29.37,23.07,26.63,2.74,True,NL-2025-06-30,1,3
NL,2025-07-01,35.57,27.79,26.34,9.23,True,NL-2025-06-30,2,3
NL,2025-07-02,31.11,22.28,26.31,4.8,True,NL-2025-06-30,3,3
NL,2025-07-03,20.18,17.36,25.49,-5.31,False,,,
NL,2025-07-04,23.45,18.86,25.23,-1.78,False,,,
NL,2025-07-05,20.79,18.65,25.34,-4.55,False,,,
NL,2025-07-06,19.22,17.41,25.18,-5.96,False,,,
NL,2025-07-07,18.1,15.63,24.89,-6.79,False,,,
NL,2025-07-08,17.98,15.0,24.75,-6.77,False,,,
NL,2025-07-09,21.18,17.64,24.51,-3.33,False,,,
NL,2025-07-10,23.14,18.51,24.38,-1.24,False,,,
NL,2025-07-11,23.63,19.15,24.59,-0.96,False,,,
NL,2025-07-12,24.13,19.31,25.12,-1.0,False,,,
NL,2025-07-13,23.14,19.57,26.27,-3.13,False,,,
NL,2025-07-14,23.62,19.63,25.91,-2.29,False,,,
NL,2025-07-15,20.73,18.74,25.37,-4.64,False,,,
NL,2025-07-16,19.08,16.89,26.27,-7.19,False,,,
NL,2025-07-17,21.45,17.98,26.28,-4.83,False,,,
NL,2025-07-18,25.87,20.44,26.71,-0.84,False,,,
NL,2025-07-19,29.61,22.83,27.79,1.82,True,,,
NL,2025-07-20,24.99,20.26,28.07,-3.08,False,,,
NL,2025-07-21,22.77,18.73,28.07,-5.3,False,,,
NL,2025-07-22,21.07,18.33,28.07,-7.0,False,,,
NL,2025-07-23,21.2,18.59,28.07,-6.87,False,,,
NL,2025-07-24,22.18,18.97,28.23,-6.05,False,,,
NL,2025-07-25,21.66,18.98,28.23,-6.57,False,,,
NL,2025-07-26,23.07,19.1,27.94,-4.87,False,,,
NL,2025-07-27,20.38,17.87,26.86,-6.48,False,,,
NL,2025-07-28,19.91,17.34,26.47,-6.56,False,,,
NL,2025-07-29,20.99,17.53,26.48,-5.49,False,,,
NL,2025-07-30,20.21,17.68,26.86,-6.65,False,,,
NL,2025-07-31,21.27,18.29,26.86,-5.59,False,,,
NL,2025-08-01,19.21,16.62,26.5,-7.29,False,,,
NL,2025-08-02,19.27,16.46,26.45,-7.18,False,,,
NL,2025-08-03,20.81,18.36,26.45,-5.64,False,,,
NL,2025-08-04,22.59,19.51,26.5,-3.91,False,,,
NL,2025-08-05,18.79,17.31,27.19,-8.4,False,,,
NL,2025-08-06,19.95,17.28,28.03,-8.08,False,,,
NL,2025-08-07,22.1,18.69,29.31,-7.21,False,,,
NL,2025-08-08,22.43,19.34,28.48,-6.05,False,,,
NL,2025-08-09,22.42,17.52,28.48,-6.06,False,,,
NL,2025-08-10,23.17,18.93,28.48,-5.31,False,,,
NL,2025-08-11,26.84,20.59,28.0,-1.16,False,,,
NL,2025-08-12,29.46,23.25,28.0,1.46,True,NL-2025-08-12,1,3
NL,2025-08-13,30.01,23.7,28.0,2.01,True,NL-2025-08-12,2,3
NL,2025-08-14,29.34,22.75,27.71,1.63,True,NL-2025-08-12,3,3
NL,2025-08-15,25.86,20.96,26.81,-0.95,False,,,
NL,2025-08-16,21.36,18.76,26.38,-5.02,False,,,
NL,2025-08-17,20.26,16.93,26.89,-6.63,False,,,
NL,2025-08-18,23.6,19.04,27.34,-3.74,False,,,
NL,2025-08-19,25.7,19.26,27.3,-1.6,False,,,
NL,2025-08-20,22.73,18.39,26.38,-3.65,False,,,
NL,2025-08-21,20.25,16.85,26.04,-5.79,False,,,
NL,2025-08-22,18.33,15.78,25.86,-7.53,False,,,
NL,2025-08-23,18.67,15.63,25.7,-7.03,False,,,
NL,2025-08-24,20.22,15.19,25.7,-5.48,False,,,
NL,2025-08-25,22.93,17.01,25.75,-2.82,False,,,
NL,2025-08-26,27.44,19.55,25.92,1.52,True,,,
NL,2025-08-27,23.3,19.5,26.04,-2.74,False,,,
NL,2025-08-28,20.9,17.77,25.93,-5.03,False,,,
NL,2025-08-29,21.1,16.7,26.36,-5.26,False,,,
NL,2025-08-30,21.32,17.77,26.99,-5.67,False,,,
NL,2025-08-31,22.68,18.98,27.08,-4.4,False,,,
NL,2025-09-01,22.18,18.3,26.36,-4.18,False,,,
NL,2025-09-02,21.14,17.33,25.96,-4.82,False,,,
NL,2025-09-03,22.46,18.65,25.6,-3.14,False,,,
NL,2025-09-04,21.23,17.57,25.39,-4.16,False,,,
NL,2025-09-05,19.35,16.44,25.39,-6.04,False,,,
NL,2025-09-06,22.13,16.63,25.39,-3.26,False,,,
NL,2025-09-07,26.22,20.05,25.6,0.62,True,,,
NL,2025-09-08,21.31,18.84,25.96,-4.65,False,,,
NL,2025-09-09,16.13,14.07,25.6,-9.47,False,,,
NL,2025-09-10,20.77,15.22,25.5,-4.73,False,,,
NL,2025-09-11,17.48,15.34,25.39,-7.91,False,,,
NL,2025-09-12,17.93,14.39,25.17,-7.24,False,,,
NL,2025-09-13,17.32,14.03,24.8,-7.48,False,,,
NL,2025-09-14,18.2,14.72,24.46,-6.26,False,,,
NL,2025-09-15,18.21,16.33,23.54,-5.33,False,,,
NL,2025-09-16,16.7,14.75,23.06,-6.36,False,,,
NL,2025-09-17,17.76,15.24,22.74,-4.98,False,,,
NL,2025-09-18,20.35,18.22,22.59,-2.24,False,,,
NL,2025-09-19,24.78,19.41,22.57,2.21,True,,,
NL,2025-09-20,22.31,19.45,22.47,-0.16,False,,,
NL,2025-09-21,17.97,14.42,22.41,-4.44,False,,,
NL,2025-09-22,15.41,12.19,22.36,-6.95,False,,,
NL,2025-09-23,16.03,12.17,22.28,-6.25,False,,,
NL,2025-09-24,15.33,11.84,22.13,-6.8,False,,,
NL,2025-09-25,15.01,12.0,22.12,-7.11,False,,,
NL,2025-09-26,14.86,12.07,21.77,-6.91,False,,,
NL,2025-09-27,15.65,12.03,21.15,-5.5,False,,,
NL,2025-09-28,18.42,12.93,20.54,-2.12,False,,,
NL,2025-09-29,17.12,12.71,20.31,-3.19,False,,,
NL,2025-09-30,17.14,13.06,19.88,-2.74,False,,,
NL,2025-10-01,16.37,11.4,19.7,-3.33,False,,,
NL,2025-10-02,16.71,12.14,19.68,-2.97,False,,,
NL,2025-10-03,13.96,11.71,19.67,-5.71,False,,,
NL,2025-10-04,16.85,13.31,19.67,-2.82,False,,,
NL,2025-10-05,13.75,12.54,19.63,-5.88,False,,,
NL,2025-10-06,15.39,14.29,19.65,-4.26,False,,,
NL,2025-10-07,17.53,15.18,19.21,-1.68,False,,,
NL,2025-10-08,16.63,14.33,19.65,-3.02,False,,,
NL,2025-10-09,15.37,13.41,19.84,-4.47,False,,,
NL,2025-10-10,17.1,14.72,19.69,-2.59,False,,,
NL,2025-10-11,16.34,14.26,19.65,-3.31,False,,,
NL,2025-10-12,16.02,14.3,19.65,-3.63,False,,,
NL,2025-10-13,15.95,14.1,19.6,-3.65,False,,,
NL,2025-10-14,16.13,13.54,19.65,-3.52,False,,,
NL,2025-10-15,14.93,13.1,19.43,-4.5,False,,,
NL,2025-10-16,15.69,12.46,19.43,-3.74,False,,,
NL,2025-10-17,14.38,12.03,18.93,-4.55,False,,,
NL,2025-10-18,12.86,10.34,18.82,-5.96,False,,,
NL,2025-10-19,13.7,10.75,18.82,-5.12,False,,,
NL,2025-10-20,16.6,14.1,18.79,-2.19,False,,,
NL,2025-10-21,15.15,13.27,18.69,-3.54,False,,,
NL,2025-10-22,14.8,12.51,18.69,-3.89,False,,,
NL,2025-10-23,14.4,11.8,18.48,-4.08,False,,,
NL,2025-10-24,11.36,9.8,18.33,-6.97,False,,,
NL,2025-10-25,11.8,9.41,17.83,-6.03,False,,,
NL,2025-10-26,10.61,8.89,17.59,-6.98,False,,,
NL,2025-10-27,11.28,9.88,17.43,-6.15,False,,,
NL,2025-10-28,13.35,11.88,16.77,-3.42,False,,,
NL,2025-10-29,13.18,11.49,16.35,-3.17,False,,,
NL,2025-10-30,12.34,10.22,16.35,-4.01,False,,,
NL,2025-10-31,13.36,10.88,16.35,-2.99,False,,,
NL,2025-11-01,13.35,12.18,16.23,-2.88,False,,,
NL,2025-11-02,12.76,10.35,16.12,-3.36,False,,,
NL,2025-11-03,13.19,10.57,15.92,-2.73,False,,,
NL,2025-11-04,15.64,13.55,15.65,-0.01,False,,,
NL,2025-11-05,16.07,13.5,15.63,0.44,True,,,
NL,2025-11-06,13.54,11.11,15.41,-1.87,False,,,
NL,2025-11-07,15.41,11.0,15.17,0.24,True,,,
NL,2025-11-08,14.1,10.14,15.01,-0.91,False,,,
NL,2025-11-09,13.47,10.62,14.89,-1.42,False,,,
NL,2025-11-10,11.02,8.89,14.58,-3.56,False,,,
NL,2025-11-11,12.31,10.45,14.54,-2.23,False,,,
NL,2025-11-12,14.88,12.35,14.51,0.37,True,,,
NL,2025-11-13,14.97,13.03,14.46,0.51,True,,,
NL,2025-11-14,12.01,10.91,14.16,-2.15,False,,,
NL,2025-11-15,9.1,8.39,13.92,-4.82,False,,,
NL,2025-11-16,8.4,6.7,13.61,-5.21,False,,,
NL,2025-11-17,7.97,6.05,13.53,-5.56,False,,,
NL,2025-11-18,7.06,5.0,13.42,-6.36,False,,,
NL,2025-11-19,5.72,4.65,13.38,-7.66,False,,,
NL,2025-11-20,4.58,1.91,13.24,-8.66,False,,,
NL,2025-11-21,5.24,2.06,12.82,-7.58,False,,,
NL,2025-11-22,3.37,1.52,12.59,-9.22,False,,,
NL,2025-11-23,4.86,2.39,12.51,-7.65,False,,,
NL,2025-11-24,6.93,4.07,12.02,-5.09,False,,,
NL,2025-11-25,7.25,3.92,11.82,-4.57,False,,,
NL,2025-11-26,5.29,3.37,11.7,-6.41,False,,,
NL,2025-11-27,9.48,6.71,11.55,-2.07,False,,,
NL,2025-11-28,10.8,9.65,11.3,-0.5,False,,,
NL,2025-11-29,10.26,9.0,11.18,-0.92,False,,,
NL,2025-11-30,7.8,6.93,11.14,-3.34,False,,,
NL,2025-12-01,7.36,5.61,11.13,-3.77,False,,,
NL,2025-12-02,8.76,7.33,11.13,-2.37,False,,,
NL,2025-12-03,8.57,6.55,11.1,-2.53,False,,,
NL,2025-12-04,7.99,6.0,11.09,-3.1,False,,,
NL,2025-12-05,5.5,4.08,11.02,-5.52,False,,,
NL,2025-12-06,10.21,8.08,11.02,-0.81,False,,,
NL,2025-12-07,13.35,10.19,10.99,2.36,True,,,
NL,2025-12-08,13.01,11.7,10.92,2.09,True,,,
NL,2025-12-09,13.26,12.2,10.97,2.29,True,,,
NL,2025-12-10,13.5,11.47,10.99,2.51,True,,,
NL,2025-12-11,9.55,8.01,11.14,-1.59,False,,,
NL,2025-12-12,10.47,8.43,11.41,-0.94,False,,,
NL,2025-12-13,9.97,7.79,11.96,-1.99,False,,,
NL,2025-12-14,8.32,6.61,12.2,-3.88,False,,,
NL,2025-12-15,8.2,6.83,12.24,-4.04,False,,,
NL,2025-12-16,10.69,8.32,12.24,-1.55,False,,,
NL,2025-12-17,9.94,7.98,12.2,-2.26,False,,,
NL,2025-12-18,13.22,9.9,12.2,1.02,True,,,
NL,2025-12-19,12.72,9.44,12.24,0.48,True,,,
NL,2025-12-20,6.86,5.37,12.26,-5.4,False,,,
NL,2025-12-21,10.58,8.13,12.26,-1.68,False,,,
NL,2025-12-22,6.8,5.53,12.26,-5.46,False,,,
NL,2025-12-23,5.54,4.28,12.38,-6.84,False,,,
NL,2025-12-24,3.08,1.13,12.47,-9.39,False,,,
NL,2025-12-25,-0.69,-2.02,12.47,-13.16,False,,,
NL,2025-12-26,1.54,-1.65,12.41,-10.87,False,,,
NL,2025-12-27,4.8,1.58,12.21,-7.41,False,,,
NL,2025-12-28,5.2,2.11,12.1,-6.9,False,,,
NL,2025-12-29,6.42,3.6,11.88,-5.46,False,,,
NL,2025-12-30,5.91,3.64,11.88,-5.97,False,,,
NL,2025-12-31,5.91,3.72,11.77,-5.86,False,,,
NL,2026-01-01,5.31,4.36,11.59,-6.28,False,,,
NL,2026-01-02,3.55,2.61,11.61,-8.06,False,,,
NL,2026-01-03,2.14,1.47,11.61,-9.47,False,,,
NL,2026-01-04,2.05,1.11,11.52,-9.47,False,,,
NL,2026-01-05,0.77,-0.7,11.52,-10.75,False,,,
NL,2026-01-06,1.5,-0.61,11.47,-9.97,False,,,
NL,2026-01-07,2.94,0.68,11.42,-8.48,False,,,
NL,2026-01-08,2.9,1.71,11.19,-8.29,False,,,
NL,2026-01-09,3.24,1.53,11.15,-7.91,False,,,
NL,2026-01-10,-1.56,-2.36,10.71,-12.27,False,,,
NL,2026-01-11,1.45,-2.35,10.71,-9.26,False,,,
NL,2026-01-12,6.5,4.26,10.28,-3.78,False,,,
NL,2026-01-13,9.43,8.13,10.2,-0.77,False,,,
NL,2026-01-14,8.08,5.8,10.11,-2.03,False,,,
NL,2026-01-15,10.11,8.53,10.05,0.06,True,,,
NL,2026-01-16,10.43,8.28,10.11,0.32,True,,,
NL,2026-01-17,11.04,7.49,10.11,0.93,True,,,
NL,2026-01-18,7.16,3.52,10.05,-2.89,False,,,
NL,2026-01-19,5.38,2.62,10.05,-4.67,False,,,
NL,2026-01-20,4.86,2.49,10.05,-5.19,False,,,
NL,2026-01-21,7.84,5.34,10.04,-2.2,False,,,
NL,2026-01-22,5.39,3.04,10.11,-4.72,False,,,
NL,2026-01-23,7.05,4.85,10.15,-3.1,False,,,
NL,2026-01-24,7.31,3.66,10.16,-2.85,False,,,
NL,2026-01-25,1.71,-0.35,10.24,-8.53,False,,,
NL,2026-01-26,2.88,0.66,10.41,-7.53,False,,,
NL,2026-01-27,3.63,1.52,10.67,-7.04,False,,,
NL,2026-01-28,4.59,2.84,10.82,-6.23,False,,,
NL,2026-01-29,0.86,0.25,10.67,-9.81,False,,,
NL,2026-01-30,4.85,2.52,10.67,-5.82,False,,,
NL,2026-01-31,9.09,5.61,10.57,-1.48,False,,,
NL,2026-02-01,8.19,5.15,10.5,-2.31,False,,,
NL,2026-02-02,6.22,3.71,10.57,-4.35,False,,,
NL,2026-02-03,2.62,0.08,10.57,-7.95,False,,,
NL,2026-02-04,8.94,4.93,10.4,-1.46,False,,,
NL,2026-02-05,4.15,1.69,10.4,-6.25,False,,,
NL,2026-02-06,7.09,4.46,10.4,-3.31,False,,,
NL,2026-02-07,11.54,7.7,10.91,0.63,True,,,
NL,2026-02-08,9.9,5.85,11.04,-1.14,False,,,
NL,2026-02-09,5.78,3.72,11.21,-5.43,False,,,
NL,2026-02-10,7.56,5.03,11.32,-3.76,False,,,
NL,2026-02-11,9.93,8.05,11.46,-1.53,False,,,
NL,2026-02-12,9.91,7.31,11.46,-1.55,False,,,
NL,2026-02-13,3.96,2.5,11.6,-7.64,False,,,
NL,2026-02-14,2.63,0.29,11.69,-9.06,False,,,
NL,2026-02-15,3.04,-0.17,12.01,-8.97,False,,,
NL,2026-02-16,6.83,4.48,12.52,-5.69,False,,,
NL,2026-02-17,6.7,4.32,12.64,-5.94,False,,,
NL,2026-02-18,3.27,1.6,12.71,-9.44,False,,,
NL,2026-02-19,4.0,2.38,12.87,-8.87,False,,,
NL,2026-02-20,8.3,5.86,12.93,-4.63,False,,,
NL,2026-02-21,10.43,8.97,12.91,-2.48,False,,,
NL,2026-02-22,11.57,9.97,12.91,-1.34,False,,,
NL,2026-02-23,10.49,9.02,12.65,-2.16,False,,,
NL,2026-02-24,12.46,10.36,12.63,-0.17,False,,,
NL,2026-02-25,17.2,12.43,12.54,4.66,True,,,
NL,2026-02-26,15.83,11.78,12.32,3.51,True,,,
NL,2026-02-27,12.61,11.01,12.54,0.07,True,,,
NL,2026-02-28,11.36,8.96,12.54,-1.18,False,,,
NL,2026-03-01,12.03,8.27,12.54,-0.51,False,,,
NL,2026-03-02,15.6,10.34,12.91,2.69,True,,,
NL,2026-03-03,15.42,9.34,13.23,2.19,True,,,
NL,2026-03-04,14.25,8.53,13.22,1.03,True,,,
NL,2026-03-05,16.39,10.7,13.39,3.0,True,,,
NL,2026-03-06,17.48,10.96,13.66,3.82,True,,,
NL,2026-03-07,12.74,8.73,13.66,-0.92,False,,,
NL,2026-03-08,13.82,8.71,13.68,0.14,True,,,
NL,2026-03-09,15.73,8.53,13.91,1.82,True,,,
NL,2026-03-10,11.58,8.64,14.07,-2.49,False,,,
NL,2026-03-11,10.59,8.95,14.11,-3.52,False,,,
NL,2026-03-12,12.27,9.05,14.68,-2.41,False,,,
NL,2026-03-13,10.8,8.26,14.86,-4.06,False,,,
NL,2026-03-14,8.48,5.65,14.92,-6.44,False,,,
NL,2026-03-15,11.15,6.92,15.09,-3.94,False,,,
NL,2026-03-16,9.1,7.17,15.14,-6.04,False,,,
NL,2026-03-17,14.96,10.93,15.09,-0.13,False,,,
NL,2026-03-18,14.55,10.34,14.92,-0.37,False,,,
NL,2026-03-19,15.45,8.99,15.01,0.44,True,,,
NL,2026-03-20,11.9,7.95,15.18,-3.28,False,,,
NL,2026-03-21,10.96,6.48,15.21,-4.25,False,,,
NL,2026-03-22,13.92,8.1,15.27,-1.35,False,,,
NL,2026-03-23,13.41,8.53,15.48,-2.07,False,,,
NL,2026-03-24,12.8,10.31,16.31,-3.51,False,,,
NL,2026-03-25,10.91,7.13,16.39,-5.48,False,,,
NL,2026-03-26,6.34,4.37,16.48,-10.14,False,,,
NL,2026-03-27,9.39,5.46,17.06,-7.67,False,,,
NL,2026-03-28,8.68,6.9,16.85,-8.17,False,,,
NL,2026-03-29,9.53,6.74,16.85,-7.32,False,,,
NL,2026-03-30,8.9,6.82,16.85,-7.95,False,,,
NL,2026-03-31,10.87,7.56,17.42,-6.55,False,,,
NL,2026-04-01,12.47,8.78,18.46,-5.99,False,,,
NL,2026-04-02,9.84,7.88,18.91,-9.07,False,,,
NL,2026-04-03,11.58,8.39,18.91,-7.33,False,,,
NL,2026-04-04,15.15,12.15,18.91,-3.76,False,,,
NL,2026-04-05,14.6,10.72,19.07,-4.47,False,,,
NL,2026-04-06,12.23,8.51,19.2,-6.97,False,,,
NL,2026-04-07,14.85,9.52,18.96,-4.11,False,,,
NL,2026-04-08,19.45,12.54,18.9,0.55,True,,,
NL,2026-04-09,20.71,13.77,18.95,1.76,True,,,
NL,2026-04-10,11.07,8.77,18.9,-7.83,False,,,
NL,2026-04-11,17.23,10.33,18.9,-1.67,False,,,
NL,2026-04-12,13.76,9.68,18.96,-5.2,False,,,
NL,2026-04-13,13.58,9.29,19.27,-5.69,False,,,
NL,2026-04-14,14.61,9.93,19.27,-4.66,False,,,
NL,2026-04-15,18.62,12.83,19.46,-0.84,False,,,
NL,2026-04-16,16.12,12.7,19.46,-3.34,False,,,
NL,2026-04-17,18.89,13.47,19.9,-1.01,False,,,
NL,2026-04-18,15.02,11.41,19.97,-4.95,False,,,
NL,2026-04-19,12.89,9.59,19.97,-7.08,False,,,
NL,2026-04-20,11.52,8.36,19.26,-7.74,False,,,
NL,2026-04-21,13.3,9.36,19.26,-5.96,False,,,
NL,2026-04-22,15.98,10.52,19.35,-3.37,False,,,
NL,2026-04-23,15.27,9.44,19.98,-4.71,False,,,
NL,2026-04-24,13.67,9.01,20.18,-6.51,False,,,
NL,2026-04-25,14.93,9.37,20.44,-5.51,False,,,
NL,2026-04-26,14.74,9.96,20.2,-5.46,False,,,
NL,2026-04-27,15.63,10.55,20.16,-4.53,False,,,
NL,2026-04-28,17.51,12.62,19.73,-2.22,False,,,
NL,2026-04-29,17.92,13.13,19.75,-1.83,False,,,
NL,2026-04-30,19.53,14.26,19.74,-0.21,False,,,
NL,2026-05-01,23.87,17.17,20.11,3.76,True,,,
NL,2026-05-02,20.8,16.31,20.95,-0.15,False,,,
NL,2026-05-03,17.38,14.82,21.09,-3.71,False,,,
NL,2026-05-04,17.83,13.78,21.57,-3.74,False,,,
NL,2026-05-05,15.11,11.19,22.27,-7.16,False,,,
NL,2026-05-06,14.21,11.42,22.27,-8.06,False,,,
NL,2026-05-07,15.33,11.52,22.61,-7.28,False,,,
NL,2026-05-08,17.42,13.52,22.91,-5.49,False,,,
NL,2026-05-09,18.51,13.92,22.91,-4.4,False,,,
NL,2026-05-10,16.39,12.36,22.91,-6.52,False,,,
NL,2026-05-11,10.96,8.38,22.91,-11.95,False,,,
NL,2026-05-12,12.35,9.49,22.93,-10.58,False,,,
NL,2026-05-13,12.41,9.47,22.95,-10.54,False,,,
NL,2026-05-14,11.36,8.54,23.04,-11.68,False,,,
NL,2026-05-15,10.87,8.38,22.95,-12.08,False,,,
NL,2026-05-16,12.08,9.47,22.93,-10.85,False,,,
NL,2026-05-17,14.6,11.71,22.81,-8.21,False,,,
NL,2026-05-18,14.32,11.52,22.85,-8.53,False,,,
NL,2026-05-19,15.96,12.17,22.86,-6.9,False,,,
NL,2026-05-20,16.62,14.41,22.81,-6.19,False,,,
NL,2026-05-21,18.99,15.89,22.89,-3.9,False,,,
NL,2026-05-22,24.58,19.28,22.94,1.64,True,NL-2026-05-22,1,5
NL,2026-05-23,27.89,20.86,23.07,4.82,True,NL-2026-05-22,2,5
NL,2026-05-24,25.29,19.86,23.1,2.19,True,NL-2026-05-22,3,5
NL,2026-05-25,28.24,22.11,23.07,5.17,True,NL-2026-05-22,4,5
NL,2026-05-26,29.69,23.56,23.5,6.19,True,NL-2026-05-22,5,5
NL,2026-05-27,21.92,18.15,23.5,-1.58,False,,,
NL,2026-05-28,24.58,18.7,23.63,0.95,True,NL-2026-05-28,1,3
NL,2026-05-29,28.17,20.49,23.5,4.67,True,NL-2026-05-28,2,3
NL,2026-05-30,24.75,20.25,23.53,1.22,True,NL-2026-05-28,3,3
